h_0,h_1,h_2,h_3,y
0.618602140403562,0.5231883119115297,-0.5,-1,0
0.618602140403562,0.5231883119115297,-0.5,-1,0
0.618602140403562,0.5231883119115297,-0.5,-1,0
0.7159999233968035,0.5231883119115297,-0.5,-1,0
0.618602140403562,0.5231883119115297,-0.5,-1,0
0.618602140403562,0.5231883119115297,-0.5,-1,0
0.618602140403562,0.5231883119115297,-0.5,-1,0
0.618602140403562,0.5231883119115297,-0.5,-1,0
0.618602140403562,0.5231883119115297,-0.5,-1,0
0.618602140403562,0.5231883119115297,-0.5,-1,-0.047619047619047616
0.618602140403562,0.5231883119115297,-0.5,-1,0.09523809523809523
0.618602140403562,0.5231883119115297,-0.5,-1,0.14285714285714285
0.618602140403562,0.5231883119115297,-0.40625,-1,-0.19047619047619047
0.618602140403562,0.5231883119115297,-0.40625,-1,-0.23809523809523808
0.618602140403562,0.5231883119115297,-0.40625,-1,0.2857142857142857
0.618602140403562,0.5231883119115297,-0.40625,-1,0.3333333333333333
0.618602140403562,0.5231883119115297,-0.3125,-1,-0.38095238095238093
0.618602140403562,0.5231883119115297,-0.3125,-1,-0.42857142857142855
0.618602140403562,0.5231883119115297,-0.3125,-1,0.47619047619047616
0.618602140403562,0.5231883119115297,-0.3125,-1,0.5238095238095238
0.618602140403562,0.5231883119115297,-0.21875,-1,-0.5714285714285714
0.618602140403562,0.5231883119115297,-0.21875,-1,-0.6190476190476191
0.618602140403562,0.5231883119115297,-0.21875,-1,0.6666666666666666
0.618602140403562,0.5231883119115297,-0.21875,-1,0.7142857142857143
0.618602140403562,0.5231883119115297,-0.125,-1,-0.7619047619047619
0.618602140403562,0.5231883119115297,-0.125,-1,-0.8095238095238095
0.618602140403562,0.13854597551902348,-0.125,0,0.8571428571428571
0.618602140403562,0.13854597551902348,-0.125,0,0.9047619047619048
0.618602140403562,0.13854597551902348,-0.21875,1,-0.9523809523809523
0.618602140403562,0.13854597551902348,-0.21875,1,-1.0
0.618602140403562,0.5231883119115297,-0.5,-1,-0.02702702702702703
0.618602140403562,0.5231883119115297,-0.5,-1,0.05405405405405406
0.618602140403562,0.5231883119115297,-0.5,-1,0.08108108108108109
0.618602140403562,0.5231883119115297,-0.40625,-1,-0.10810810810810811
0.618602140403562,0.5231883119115297,-0.40625,-1,-0.13513513513513514
0.618602140403562,0.5231883119115297,-0.40625,-1,0.16216216216216217
0.618602140403562,0.5231883119115297,-0.40625,-1,0.1891891891891892
0.618602140403562,0.5231883119115297,-0.3125,-1,-0.21621621621621623
0.618602140403562,0.5231883119115297,-0.3125,-1,-0.24324324324324326
0.618602140403562,0.5231883119115297,-0.3125,-1,0.2702702702702703
0.618602140403562,0.5231883119115297,-0.3125,-1,0.2972972972972973
0.618602140403562,0.5231883119115297,-0.21875,-1,-0.32432432432432434
0.618602140403562,0.5231883119115297,-0.21875,-1,-0.35135135135135137
0.618602140403562,0.5231883119115297,-0.21875,-1,0.3783783783783784
0.618602140403562,0.5231883119115297,-0.21875,-1,0.40540540540540543
0.618602140403562,0.5231883119115297,-0.21875,-1,-0.43243243243243246
0.618602140403562,0.5231883119115297,-0.21875,-1,-0.4594594594594595
0.618602140403562,0.5231883119115297,-0.21875,-1,0.4864864864864865
0.618602140403562,0.5231883119115297,-0.21875,-1,0.5135135135135135
0.618602140403562,0.5231883119115297,-0.125,-1,-0.5405405405405406
0.618602140403562,0.5231883119115297,-0.125,-1,-0.5675675675675675
0.618602140403562,0.5231883119115297,-0.125,-1,0.5945945945945946
0.618602140403562,0.5231883119115297,-0.125,-1,0.6216216216216216
0.618602140403562,0.5231883119115297,-0.125,-1,-0.6486486486486487
0.618602140403562,0.5231883119115297,-0.125,-1,-0.6756756756756757
0.618602140403562,0.13854597551902348,-0.125,0,0.7027027027027027
0.618602140403562,0.13854597551902348,-0.125,0,0.7297297297297297
0.618602140403562,0.13854597551902348,-0.03125,0,-0.7567567567567568
0.618602140403562,0.13854597551902348,-0.03125,0,-0.7837837837837838
0.618602140403562,-0.07576568547998053,-0.03125,-1,0.8108108108108109
0.618602140403562,-0.07576568547998053,-0.03125,-1,0.8378378378378378
0.618602140403562,-0.07576568547998053,0.0625,0,-0.8648648648648649
0.618602140403562,-0.07576568547998053,0.0625,0,-0.8918918918918919
0.618602140403562,-0.07576568547998053,0.0625,0,0.918918918918919
0.618602140403562,-0.07576568547998053,0.0625,0,0.9459459459459459
0.618602140403562,-0.07576568547998053,0.0625,1,-0.972972972972973
0.618602140403562,-0.07576568547998053,0.0625,1,-1.0
0.618602140403562,0.5231883119115297,-0.5,-1,-0.024390243902439025
0.618602140403562,0.5231883119115297,-0.5,-1,0.04878048780487805
0.618602140403562,0.5231883119115297,-0.5,-1,0.07317073170731707
0.7159999233968035,0.5231883119115297,-0.5,-0.5,-0.0975609756097561
0.7159999233968035,0.5231883119115297,-0.5,-0.5,-0.12195121951219512
0.6705627240900138,0.5231883119115297,-0.5,-1,0.14634146341463414
0.6705627240900138,0.5231883119115297,-0.5,-1,0.17073170731707318
0.6705627240900138,0.5231883119115297,-0.5,-0.5,-0.1951219512195122
0.6705627240900138,0.5231883119115297,-0.5,-0.5,-0.21951219512195122
0.6705627240900138,0.35364088408689387,-0.5,-1,0.24390243902439024
0.6705627240900138,0.35364088408689387,-0.5,-1,0.2682926829268293
0.6705627240900138,0.35364088408689387,-0.5,-0.25,-0.2926829268292683
0.6705627240900138,0.35364088408689387,-0.5,-0.25,-0.3170731707317073
0.618602140403562,0.35364088408689387,-0.5,-1,0.34146341463414637
0.618602140403562,0.35364088408689387,-0.5,-1,0.36585365853658536
0.618602140403562,0.35364088408689387,-0.5,-1,-0.3902439024390244
0.618602140403562,0.35364088408689387,-0.5,-1,-0.4146341463414634
0.618602140403562,0.2702979047745746,-0.5,-1,0.43902439024390244
0.618602140403562,0.2702979047745746,-0.5,-1,0.4634146341463415
0.618602140403562,0.2702979047745746,-0.39285714285714285,-1,-0.4878048780487805
0.618602140403562,0.2702979047745746,-0.39285714285714285,-1,-0.5121951219512195
0.618602140403562,0.2702979047745746,-0.39285714285714285,-1,0.5365853658536586
0.618602140403562,0.2702979047745746,-0.39285714285714285,-1,0.5609756097560976
0.618602140403562,0.2702979047745746,-0.39285714285714285,-1,-0.5853658536585366
0.618602140403562,0.2702979047745746,-0.39285714285714285,-1,-0.6097560975609756
0.618602140403562,0.2702979047745746,-0.39285714285714285,-1,0.6341463414634146
0.618602140403562,0.2702979047745746,-0.39285714285714285,-1,0.6585365853658537
0.618602140403562,0.2702979047745746,-0.39285714285714285,-1,-0.6829268292682927
0.618602140403562,0.2702979047745746,-0.39285714285714285,-1,-0.7073170731707317
0.5594297485814099,0.2702979047745746,-0.38461538461538464,-1,0.7317073170731707
0.5594297485814099,0.2702979047745746,-0.38461538461538464,-1,0.7560975609756098
0.6785701247111717,0.2702979047745746,-0.2692307692307692,0,-0.7804878048780488
0.6785701247111717,0.2702979047745746,-0.2692307692307692,0,-0.8048780487804879
0.6785701247111717,0.2702979047745746,-0.2692307692307692,0,0.8292682926829268
0.6785701247111717,0.2702979047745746,-0.2692307692307692,0,0.8536585365853658
0.6785701247111717,0.2702979047745746,-0.2692307692307692,0,-0.8780487804878049
0.6785701247111717,0.2702979047745746,-0.2692307692307692,0,-0.9024390243902439
0.6785701247111717,0.2702979047745746,-0.2692307692307692,0,0.926829268292683
0.6785701247111717,0.2702979047745746,-0.2692307692307692,0,0.9512195121951219
0.6785701247111717,0.2702979047745746,-0.15384615384615385,1,-0.975609756097561
0.6785701247111717,0.2702979047745746,-0.15384615384615385,1,-1.0
0.618602140403562,0.5231883119115297,-0.5,-1,0.06666666666666667
0.618602140403562,0.5231883119115297,-0.5,-1,-0.13333333333333333
0.618602140403562,0.5231883119115297,-0.5,-1,-0.2
